FISBN,Title,Author,Co-authors,Year,Fiction Flag,Genre,Subgenre,Paperback Flag,Price
978-555-0-32177-362-8,_TITLE_,Zlata Korona,_COAUTHORS_,2020,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-363-5,_TITLE_,Pav Cnossen,_COAUTHORS_,2020,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-364-2,_TITLE_,Maame Turner Robinson,_COAUTHORS_,2020,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-365-9,_TITLE_,Liying Wing,_COAUTHORS_,2020,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-366-6,_TITLE_,Kofo Tumbe,_COAUTHORS_,2020,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-367-3,_TITLE_,Uwe Moravec,_COAUTHORS_,2020,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-368-0,Star Trek: Gray Hat Hackers,Jesús María Peña,_COAUTHORS_,2020,Fiction,Science fiction,Star Trek,Paperback,$18.99
978-555-0-32177-369-7,_TITLE_,Bobby Hill,_COAUTHORS_,2020,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-370-3,_TITLE_,Mark Petrel,_COAUTHORS_,2020,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-371-0,_TITLE_,Luisa Juanita Gomez,_COAUTHORS_,2020,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-372-7,_TITLE_,Marge Simpson,_COAUTHORS_,2020,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-373-4,_TITLE_,Emily Everpuff,_COAUTHORS_,2020,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-374-1,_TITLE_,Olivia Oliver,_COAUTHORS_,2020,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-375-8,_TITLE_,Yesenia Young,_COAUTHORS_,2020,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-376-5,Quick Notes: Hamlet,Songlian Wu,_COAUTHORS_,2020,Nonfiction,Literature,Literary analysis,Paperback,$18.99
978-555-0-32177-377-2,_TITLE_,Ionia Bloodworth,_COAUTHORS_,2020,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-378-9,_TITLE_,Nona Shapovalova,_COAUTHORS_,2020,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-379-6,_TITLE_,Sharona Fleming,_COAUTHORS_,2020,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-380-2,_TITLE_,Amelia Teegerb,_COAUTHORS_,2020,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-381-9,_TITLE_,Brenda Starr,_COAUTHORS_,2020,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-382-6,_TITLE_,Carla Moulton,_COAUTHORS_,2020,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-383-3,_TITLE_,Kevin Riverton,_COAUTHORS_,2020,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-384-0,_TITLE_,Uniona Washington,_COAUTHORS_,2020,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-385-7,_TITLE_,Vernee Jefferson,_COAUTHORS_,2020,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-386-4,_TITLE_,Walter Miller,_COAUTHORS_,2020,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-387-1,Star Trek: Starfleet Academy: Blue Squad,Jesús María Peña,_COAUTHORS_,2020,Fiction,Science fiction,Star Trek,Paperback,$18.99
978-555-0-32177-388-8,_TITLE_,Uniona Washington,_COAUTHORS_,2020,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-389-5,_TITLE_,Eugenio Sombras,_COAUTHORS_,2020,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-390-1,_TITLE_,Paula Straiton,_COAUTHORS_,2020,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-391-8,_TITLE_,Zima al Hambra,_COAUTHORS_,2020,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-392-5,_TITLE_,Amelia Teegerb,_COAUTHORS_,2020,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-393-2,_TITLE_,Kevin Riverton,_COAUTHORS_,2020,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-394-9,_TITLE_,Uniona Washington,_COAUTHORS_,2020,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-395-6,Star Trek: Starfleet Academy: Portents of War,Jesús María Peña,_COAUTHORS_,2020,Fiction,Science fiction,Star Trek,Paperback,$18.99
978-555-0-32177-396-3,_TITLE_,Paula Straiton,_COAUTHORS_,2020,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-397-0,_TITLE_,Zima al Hambra,_COAUTHORS_,2020,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-398-7,_TITLE_,Julia Tao,_COAUTHORS_,2020,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-399-4,Quick Notes: Animal Farm,Songlian Wu,_COAUTHORS_,2020,Nonfiction,Literature,Literary analysis,Paperback,$18.99
978-555-0-32177-400-7,_TITLE_,Uwe Schmidt,_COAUTHORS_,2020,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-401-4,_TITLE_,Bianka Wolpowna,_COAUTHORS_,2020,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-402-1,_TITLE_,Waltera McThompsongilly,_COAUTHORS_,2020,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-403-8,_TITLE_,Selma Severinsen,_COAUTHORS_,2020,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-404-5,File Not Found: A Novel,Julietta Kolmogorovna,_COAUTHORS_,2020,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-405-2,_TITLE_,Lovepreet Kaur,_COAUTHORS_,2020,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-406-9,_TITLE_,Xanthos Phillips,_COAUTHORS_,2020,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-407-6,_TITLE_,Henry Okungbanwe,_COAUTHORS_,2020,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-408-3,_TITLE_,Robbie Plank,_COAUTHORS_,2020,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-409-0,_TITLE_,Alma Robinson Gomez,_COAUTHORS_,2020,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-410-6,_TITLE_,Kemi Obunde,_COAUTHORS_,2020,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-411-3,_TITLE_,Uwe Moravec,_COAUTHORS_,2020,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-412-0,Lessons Learned from Playing Chess in Prison,Patrick Kloster,_COAUTHORS_,2020,Nonfiction,Games,Chess,Paperback,$18.99
978-555-0-32177-413-7,Star Trek: In Khan's Shadow,William Gold,_COAUTHORS_,2020,Fiction,Science fiction,Star Trek,Paperback,$18.99
978-555-0-32177-414-4,_TITLE_,Vina Leonards,_COAUTHORS_,2020,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-415-1,Nothing But Net,Alice Pieszecki,_COAUTHORS_,2020,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-416-8,_TITLE_,Mohammad bin Kadar,_COAUTHORS_,2020,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-417-5,_TITLE_,Quincy Washington,_COAUTHORS_,2020,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-418-2,_TITLE_,Clara Thomas,_COAUTHORS_,2020,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-419-9,_TITLE_,Trudy Zhang,_COAUTHORS_,2020,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-420-5,_TITLE_,Robert Robertson,_COAUTHORS_,2020,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-421-2,Star Trek: Climate Change and the Prime Directive,Jesús María Peña,_COAUTHORS_,2020,Fiction,Science fiction,Star Trek,Paperback,$18.99
978-555-0-32177-422-9,_TITLE_,Zainab Hsien,_COAUTHORS_,2020,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-423-6,_TITLE_,Stacey Qadar,_COAUTHORS_,2020,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-424-3,_TITLE_,Queridita Washington,_COAUTHORS_,2020,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-425-0,_TITLE_,Earla O'Donnell,_COAUTHORS_,2020,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-426-7,_TITLE_,Ian McGillicuddygillyblarp,_COAUTHORS_,2020,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-427-4,_TITLE_,Slasa Thompson,_COAUTHORS_,2020,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-428-1,Quick Notes: English Translations of Japanese Haiku,Songlian Wu,_COAUTHORS_,2020,Nonfiction,Literature,Literary analysis,Paperback,$18.99
978-555-0-32177-429-8,_TITLE_,Uwe Schmidt,_COAUTHORS_,2020,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-430-4,Ninth Inning Miracle,Alice Pieszecki,_COAUTHORS_,2020,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-431-1,_TITLE_,Ursula St. Frank,_COAUTHORS_,2020,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-432-8,_TITLE_,Hannah Housemont,_COAUTHORS_,2020,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-433-5,_TITLE_,Charlesetta Romaine,_COAUTHORS_,2020,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-434-2,_TITLE_,Nina Hao,_COAUTHORS_,2020,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-435-9,Star Trek: Plight of the Cogenitors,Jesús María Peña,_COAUTHORS_,2020,Fiction,Science fiction,Star Trek,Paperback,$18.99
978-555-0-32177-436-6,_TITLE_,Wanda Wrzszczek,_COAUTHORS_,2020,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-437-3,_TITLE_,Raymonda Tovey-Johnson,_COAUTHORS_,2020,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-438-0,"Illustrated Kama Sutra, Pandemic Edition","Dr. Romancepreet Kaur, M.D.",_COAUTHORS_,2020,Nonfiction,Health,Sexuality,Paperback,$18.99
978-555-0-32177-439-7,_TITLE_,Clotilda Florida,_COAUTHORS_,2020,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-440-3,Quick Notes: Arthur Miller,Songlian Wu,_COAUTHORS_,2020,Nonfiction,Literature,Literary analysis,Paperback,$18.99
978-555-0-32177-441-0,_TITLE_,Olla Hammoud,_COAUTHORS_,2020,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-442-7,_TITLE_,Vina Leonards,_COAUTHORS_,2020,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-443-4,_TITLE_,Clara Maria Hernandez,_COAUTHORS_,2020,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-444-1,_TITLE_,James Albertson,_COAUTHORS_,2020,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-445-8,_TITLE_,Laana Suomi,_COAUTHORS_,2020,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-446-5,_TITLE_,Susan Puffinsberger,_COAUTHORS_,2020,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-447-2,_TITLE_,Flora Molinari,_COAUTHORS_,2020,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-448-9,_TITLE_,Walking Bear,_COAUTHORS_,2020,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-449-6,Play All 48 Minutes,Alice Pieszecki,_COAUTHORS_,2020,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-450-2,Star Trek: Lost in Translation,Jesús María Peña,_COAUTHORS_,2020,Fiction,Science fiction,Star Trek,Paperback,$18.99
978-555-0-32177-451-9,_TITLE_,Mohammad bin Kadar,_COAUTHORS_,2020,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-452-6,_TITLE_,Marge Simpson,_COAUTHORS_,2020,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-453-3,_TITLE_,Francisca Fioretti,_COAUTHORS_,2020,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-454-0,_TITLE_,Peter Parker,_COAUTHORS_,2020,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-455-7,_TITLE_,Zainab Zamorra,_COAUTHORS_,2020,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-456-4,_TITLE_,Jessica Ha,_COAUTHORS_,2020,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-457-1,_TITLE_,Sharona Fleming,_COAUTHORS_,2020,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-458-8,_TITLE_,Brenda Starr,_COAUTHORS_,2020,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-459-5,_TITLE_,Lewis Monkson,_COAUTHORS_,2020,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-460-1,_TITLE_,Vernee Jefferson,_COAUTHORS_,2020,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-461-8,Quick Notes: Gilbert & Sullivan,Songlian Wu,_COAUTHORS_,2020,Nonfiction,Literature,Literary analysis,Paperback,$18.99
978-555-0-32177-462-5,_TITLE_,Frank Port,_COAUTHORS_,2020,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-463-2,_TITLE_,Quentis Vargas,_COAUTHORS_,2020,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-464-9,_TITLE_,Aaron Dean Morgan,_COAUTHORS_,2020,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-465-6,_TITLE_,Kirsten McGullenwallengullen,_COAUTHORS_,2020,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-466-3,_TITLE_,Tiana Reyes-Blenderson,_COAUTHORS_,2020,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-467-0,_TITLE_,Clara Thomas,_COAUTHORS_,2020,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-468-7,_TITLE_,Xavier Roman,_COAUTHORS_,2020,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-469-4,_TITLE_,Tatiana Volkmann,_COAUTHORS_,2020,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-470-0,_TITLE_,Marlbir Singh,_COAUTHORS_,2020,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-471-7,_TITLE_,Yara McSam,_COAUTHORS_,2020,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-472-4,_TITLE_,Ilona Zdrowa,_COAUTHORS_,2020,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-473-1,_TITLE_,Sharon Moreland,_COAUTHORS_,2020,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-474-8,_TITLE_,Bertram Stamps,_COAUTHORS_,2020,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-475-5,Star Trek: Section 31: False Flag,Jesús María Peña,_COAUTHORS_,2020,Fiction,Science fiction,Star Trek,Paperback,$18.99
978-555-0-32177-476-2,_TITLE_,Larry Eagleby,_COAUTHORS_,2020,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-477-9,_TITLE_,Vina Leonards,_COAUTHORS_,2020,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-478-6,_TITLE_,James Woolbinder,_COAUTHORS_,2020,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-479-3,_TITLE_,George McFly,_COAUTHORS_,2020,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-480-9,_TITLE_,Quincy Washington,_COAUTHORS_,2020,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-481-6,_TITLE_,Gabriela Goodwin,_COAUTHORS_,2020,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-482-3,_TITLE_,Quincy Quonsett,_COAUTHORS_,2020,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-483-0,_TITLE_,Antonio Puentes,_COAUTHORS_,2020,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-484-7,Quick Notes: A Tale of Two Cities,Songlian Wu,_COAUTHORS_,2020,Nonfiction,Literature,Literary analysis,Paperback,$18.99
978-555-0-32177-485-4,_TITLE_,Kimberly Chen,_COAUTHORS_,2020,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-486-1,_TITLE_,Tamara Thunberg,_COAUTHORS_,2020,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-487-8,_TITLE_,Carla Moulton,_COAUTHORS_,2020,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-488-5,_TITLE_,Martina Dobranovača,_COAUTHORS_,2020,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-489-2,_TITLE_,Walter Miller,_COAUTHORS_,2020,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-490-8,_TITLE_,Gloorga Vrpz,_COAUTHORS_,2020,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-491-5,_TITLE_,Raul Fernandez,_COAUTHORS_,2020,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-492-2,_TITLE_,Blanca Valles,_COAUTHORS_,2020,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-493-9,_TITLE_,Lala Morgenstern,_COAUTHORS_,2020,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-494-6,_TITLE_,Violetta Summers,_COAUTHORS_,2020,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-495-3,_TITLE_,Adaeza Igbo,_COAUTHORS_,2020,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-496-0,_TITLE_,Yesenia Booker,_COAUTHORS_,2020,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-497-7,_TITLE_,Ursula St. Frank,_COAUTHORS_,2020,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-498-4,_TITLE_,Osiris Washington,_COAUTHORS_,2020,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-499-1,Star Trek: Tal Shiar: False Flag,Jesús María Peña,_COAUTHORS_,2020,Fiction,Science fiction,Star Trek,Paperback,$18.99
978-555-0-32177-500-4,_TITLE_,Zelda Washington,_COAUTHORS_,2020,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-501-1,_TITLE_,Jill MacWoolgoolga,_COAUTHORS_,2020,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-502-8,_TITLE_,Trudy Zhang,_COAUTHORS_,2020,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-503-5,_TITLE_,Clara Maria Hernandez,_COAUTHORS_,2020,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-504-2,_TITLE_,Mary Elizabeth Sims,_COAUTHORS_,2020,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-505-9,_TITLE_,Wilma Porter,_COAUTHORS_,2020,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-506-6,_TITLE_,Julietta Kolmogorovna,_COAUTHORS_,2020,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-507-3,_TITLE_,Aria Jones,_COAUTHORS_,2020,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-508-0,_TITLE_,James Albertson,_COAUTHORS_,2020,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-509-7,Star Trek: Obsidian Order: False Flag,Jesús María Peña,_COAUTHORS_,2020,Fiction,Science fiction,Star Trek,Paperback,$18.99
978-555-0-32177-510-3,_TITLE_,Hannah Housemont,_COAUTHORS_,2020,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-511-0,_TITLE_,Robert Robertson,_COAUTHORS_,2020,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-512-7,_TITLE_,Aria Jones,_COAUTHORS_,2020,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-513-4,Quick Notes: The Red Badge of Courage,Songlian Wu,_COAUTHORS_,2020,Nonfiction,Literature,Literary analysis,Paperback,$18.99
978-555-0-32177-514-1,_TITLE_,Barbara Quincy,_COAUTHORS_,2020,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-515-8,_TITLE_,Laurie Ikamura,_COAUTHORS_,2020,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-516-5,_TITLE_,Ulysses M. Grant,_COAUTHORS_,2020,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-517-2,_TITLE_,Dominique Halpern,_COAUTHORS_,2020,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-518-9,_TITLE_,Norma Blackfeather,_COAUTHORS_,2020,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-519-6,_TITLE_,Xander Boustrophedon,_COAUTHORS_,2020,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-520-2,_TITLE_,Henderson Jones,_COAUTHORS_,2020,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-521-9,_TITLE_,Sonia Gomez,_COAUTHORS_,2020,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-522-6,_TITLE_,Cza Bukowna,_COAUTHORS_,2020,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-523-3,_TITLE_,Maria Knoblauch,_COAUTHORS_,2020,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-524-0,_TITLE_,Wanda Polska,_COAUTHORS_,2020,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-525-7,_TITLE_,Ikechukwu Oleyowololo,_COAUTHORS_,2020,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-526-4,_TITLE_,Zainab Hsien,_COAUTHORS_,2020,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-527-1,_TITLE_,Viviana Soon,_COAUTHORS_,2020,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-528-8,_TITLE_,Paul Varjoon,_COAUTHORS_,2020,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-529-5,Quick Notes: The Canterbury Tales,Songlian Wu,_COAUTHORS_,2020,Nonfiction,Literature,Literary analysis,Paperback,$18.99
978-555-0-32177-530-1,_TITLE_,Alma Soughgren,_COAUTHORS_,2020,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-531-8,_TITLE_,Kira Jones,_COAUTHORS_,2020,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-532-5,_TITLE_,Ursa Cellentani,_COAUTHORS_,2020,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-533-2,_TITLE_,Dorabella Morgan,_COAUTHORS_,2020,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-534-9,_TITLE_,Norah Pass Jackson,_COAUTHORS_,2020,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-535-6,_TITLE_,Xenia Johnson Jackson,_COAUTHORS_,2020,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-536-3,_TITLE_,Thomas Thomason,_COAUTHORS_,2020,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-537-0,_TITLE_,Michelle Watson,_COAUTHORS_,2020,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-538-7,_TITLE_,Timothy McGee,_COAUTHORS_,2020,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-539-4,Star Trek: A Wrong Turn at Albuquerque,Jesús María Peña,_COAUTHORS_,2020,Fiction,Science fiction,Star Trek,Paperback,$18.99
978-555-0-32177-540-0,_TITLE_,Imogen Imhoffe,_COAUTHORS_,2020,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-541-7,_TITLE_,Susan Seabridges,_COAUTHORS_,2020,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-542-4,_TITLE_,Charlesetta Romaine,_COAUTHORS_,2020,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-543-1,_TITLE_,Mattie Hayward,_COAUTHORS_,2020,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-544-8,Quick Notes: The Bell Jar,Songlian Wu,_COAUTHORS_,2020,Nonfiction,Literature,Literary analysis,Paperback,$18.99
978-555-0-32177-545-5,_TITLE_,Mahmoud bin Kabul,_COAUTHORS_,2020,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
978-555-0-32177-546-2,_TITLE_,Everett Colthorp,_COAUTHORS_,2020,Fiction,_GENRE_,_SUBGENRE_,Paperback,$18.99
